N,P,K,temperature,humidity,ph,rainfall,label,yield
86.13,42.81,52.6,18.0,59.37,7.04,68.29,wheat,5571.38
47.82,63.91,95.32,19.5,13.8,7.61,41.5,chickpea,1738.41
17.1,62.22,24.25,20.84,22.32,5.82,111.46,kidneybeans,3080.11
121.73,40.47,39.37,29.03,61.93,6.79,98.83,cotton,2484.14
72.61,53.58,39.37,29.14,71.3,6.54,136.32,jute,2714.68
24.12,13.85,27.1,26.79,93.67,5.44,171.35,coconut,7390.24
119.61,44.91,57.69,23.0,61.62,6.71,71.07,cotton,2547.82
21.67,10.15,31.85,29.44,94.23,5.86,171.73,coconut,7082.94
23.12,71.52,30.77,27.37,43.29,5.87,132.95,pigeonpeas,2451.83
17.49,128.65,208.0,23.3,73.64,5.86,52.95,grapes,21935.68
16.47,18.55,44.46,18.55,87.96,6.56,155.03,pomegranate,10120.83
16.1,69.02,17.71,20.37,26.53,5.88,115.17,kidneybeans,2411.72
106.65,46.78,52.64,20.17,51.34,7.26,82.62,wheat,5075.39
22.74,29.48,21.37,30.68,48.6,5.62,82.68,mango,9521.76
99.97,80.84,49.39,27.82,75.48,6.28,113.67,banana,43576.28
82.6,51.91,33.82,20.36,84.61,6.15,207.51,rice,5870.55
89.58,18.25,46.05,28.88,92.51,6.59,33.38,muskmelon,17067.88
18.94,18.64,45.62,22.35,90.58,6.96,115.41,pomegranate,13604.79
71.65,41.18,28.07,24.64,87.6,6.92,180.69,jute,3035.47
13.64,69.06,25.31,27.25,54.76,6.19,182.27,pigeonpeas,2157.43
97.95,22.45,46.62,27.7,92.77,6.2,22.93,muskmelon,17482.25
24.22,48.41,11.24,26.28,56.36,6.85,62.81,mothbeans,1319.32
22.74,17.68,31.77,24.18,96.65,5.99,162.29,coconut,6513.66
50.43,58.05,41.57,31.46,92.73,6.63,138.88,papaya,34039.25
18.13,19.89,34.24,23.21,88.87,6.88,96.33,pomegranate,9948.38
24.81,19.66,32.16,27.67,92.54,5.94,186.94,coconut,8288.31
91.14,20.33,44.97,27.27,82.75,6.62,21.78,muskmelon,18663.22
17.13,75.58,25.73,21.78,59.16,7.28,34.64,lentil,1615.72
97.74,45.18,43.72,26.71,77.69,6.9,159.9,jute,2989.45
72.35,53.11,30.44,18.83,55.6,6.94,92.79,maize,5871.22
24.61,128.5,204.17,22.31,88.79,6.09,125.21,apple,10937.22
24.02,54.87,21.8,30.37,80.18,6.58,41.76,mungbean,1462.77
18.1,21.17,34.46,27.9,94.55,5.84,190.16,coconut,8024.18
79.84,57.0,26.19,22.42,62.54,6.4,65.53,maize,7337.56
101.44,51.17,29.87,23.37,78.69,6.43,176.22,rice,5100.17
114.92,48.47,49.41,23.36,68.67,6.69,98.28,cotton,2635.48
15.48,11.93,9.26,25.66,89.45,6.94,99.27,orange,11252.08
23.8,68.3,21.94,22.5,18.0,5.6,89.55,kidneybeans,2730.88
61.35,47.48,43.92,24.42,80.63,6.52,140.56,jute,2661.0
17.55,118.65,201.6,22.91,86.6,6.22,66.23,grapes,17911.36
76.63,49.95,19.48,22.53,62.09,4.78,82.31,maize,8775.6
73.23,52.88,39.26,21.35,80.39,6.21,183.09,rice,5200.62
21.48,128.49,240.06,22.83,94.97,5.98,126.46,apple,14281.38
19.03,40.16,12.54,26.0,80.39,6.41,54.18,mungbean,1256.48
23.42,14.41,37.87,20.22,94.07,6.49,88.85,pomegranate,11478.45
22.52,149.13,189.51,24.12,89.1,6.08,44.9,grapes,21900.98
24.22,67.97,25.89,17.25,23.56,6.26,113.39,kidneybeans,2635.3
25.0,15.73,28.79,25.99,94.73,5.89,200.1,coconut,8934.43
126.47,49.92,46.92,27.38,67.85,6.54,77.37,cotton,3356.84
80.81,45.7,49.73,26.83,81.42,6.62,216.9,jute,3438.2
30.76,47.69,16.26,28.83,58.84,6.79,63.79,mothbeans,1422.64
23.54,20.97,39.39,22.45,88.79,6.75,59.18,pomegranate,9360.64
14.83,54.95,13.22,27.61,47.79,6.97,47.69,mothbeans,1129.28
115.95,56.2,33.84,22.3,64.32,6.44,71.76,cotton,2567.36
16.26,27.87,31.45,30.66,53.18,5.39,107.2,mango,10870.4
100.13,81.89,45.23,28.01,79.8,5.85,127.13,banana,38184.53
98.15,8.46,46.85,29.55,89.7,6.04,65.04,watermelon,31381.27
87.58,16.57,47.02,23.24,94.1,7.17,28.03,muskmelon,15843.71
22.75,14.71,27.91,27.57,97.28,6.04,168.61,coconut,7750.05
26.02,139.28,175.08,27.1,84.57,6.22,57.62,grapes,22509.9
77.03,43.86,41.31,24.17,85.63,6.41,170.33,jute,2950.51
40.7,68.33,24.07,28.31,56.28,7.05,72.22,blackgram,1392.24
18.58,126.37,215.66,18.7,89.71,6.23,118.88,apple,14473.9
91.63,55.87,48.91,16.11,52.0,6.17,67.07,wheat,5353.88
15.38,17.16,9.28,21.56,95.46,6.79,125.5,orange,14727.74
19.84,73.69,12.89,27.5,52.46,6.67,41.41,lentil,1581.05
20.88,16.98,8.97,23.57,87.81,6.93,121.12,orange,12626.59
85.23,77.92,55.51,27.36,77.35,6.24,88.35,banana,42146.0
44.17,74.41,20.39,27.38,63.27,7.01,40.46,blackgram,1332.92
19.65,15.98,5.03,25.85,92.86,6.75,139.31,orange,9329.01
24.55,10.4,30.09,28.96,93.71,5.53,171.28,coconut,6822.24
34.94,58.32,17.25,32.66,64.4,6.6,60.71,blackgram,828.5
22.91,16.77,31.75,26.74,93.48,6.1,148.73,coconut,8566.89
11.86,66.9,13.34,20.7,69.83,7.06,50.49,lentil,1637.03
59.79,61.45,40.07,34.67,87.22,6.84,107.73,papaya,29406.4
80.57,45.58,47.14,25.14,43.14,5.69,97.07,wheat,4700.93
75.11,53.22,43.41,26.69,84.92,5.82,217.72,rice,6395.94
107.17,43.4,48.08,23.94,69.14,6.32,64.23,cotton,2193.51
15.08,67.97,23.92,27.62,53.97,6.11,167.38,pigeonpeas,1991.52
90.35,89.17,36.3,29.37,82.61,6.39,101.03,banana,31174.53
26.42,26.69,25.7,32.36,48.48,5.89,40.41,mango,9526.86
21.66,11.49,29.4,24.5,95.41,5.7,180.81,coconut,8123.98
48.68,53.11,45.58,35.75,92.6,6.41,130.21,papaya,32020.77
88.77,57.83,47.67,18.33,59.41,5.78,42.02,wheat,4964.35
91.13,8.37,48.25,26.3,83.29,6.82,40.02,watermelon,24719.7
85.4,9.07,52.28,24.52,82.05,6.89,26.95,watermelon,31668.12
22.51,138.77,179.25,21.76,92.8,5.67,120.29,apple,15806.94
17.95,71.92,12.65,25.47,44.12,5.82,136.18,pigeonpeas,2294.15
27.8,51.8,11.29,26.78,60.84,7.23,60.39,mothbeans,1161.06
24.84,12.92,30.21,23.35,92.82,6.01,155.19,coconut,6443.26
21.92,152.34,206.23,24.84,95.0,5.53,110.2,apple,13854.7
100.09,77.31,46.24,25.0,73.04,5.74,101.51,banana,43518.22
83.11,63.39,45.6,22.74,77.22,5.2,206.1,rice,4700.75
86.83,49.92,50.9,20.36,45.13,7.1,72.62,wheat,5122.97
23.82,60.29,16.84,21.19,20.1,5.63,119.88,kidneybeans,2680.04
87.71,78.7,59.06,28.16,67.54,6.37,126.79,banana,38147.9
60.51,54.52,11.69,24.07,70.63,5.45,76.78,maize,5574.26
82.63,44.22,42.87,23.66,87.08,7.0,182.42,jute,3548.24
21.92,146.96,208.64,19.98,86.83,5.89,103.43,apple,12189.89
96.0,77.33,57.03,27.4,69.49,5.8,87.84,banana,39617.87
15.04,25.35,28.76,28.74,47.55,5.36,92.48,mango,8756.32
79.64,55.82,26.9,24.64,82.44,5.85,202.75,rice,3956.32
19.71,15.56,42.85,22.99,93.66,7.1,111.88,pomegranate,11687.31
122.4,45.97,39.04,23.76,74.8,7.3,103.44,cotton,3012.99
18.99,16.28,43.92,19.86,94.23,6.46,120.43,pomegranate,12535.31
14.05,73.27,22.86,18.59,17.39,5.66,96.08,kidneybeans,2529.45
18.7,117.03,215.63,18.41,90.98,5.73,112.61,apple,13526.15
66.51,51.33,22.31,18.55,61.61,6.6,65.38,maize,6554.35
25.3,153.18,200.66,25.15,74.75,5.75,50.99,grapes,23493.85
35.59,68.45,25.82,31.85,65.17,6.89,82.21,blackgram,1243.21
125.06,45.78,37.98,22.09,55.01,6.25,91.91,cotton,3369.77
46.55,73.86,13.72,32.58,63.41,7.18,54.41,blackgram,1102.85
118.58,18.13,51.51,26.7,89.21,6.64,26.09,muskmelon,14834.9
78.54,39.32,48.13,26.74,87.15,6.82,122.66,jute,3995.5
19.11,52.49,20.19,29.32,61.83,7.11,51.93,mothbeans,1144.01
41.81,61.53,85.72,19.35,12.39,7.15,68.75,chickpea,1583.01
98.82,34.09,37.09,27.45,61.83,6.64,104.69,cotton,2085.95
23.23,13.55,12.56,22.23,92.72,6.49,73.85,orange,12686.71
60.24,50.04,14.85,19.29,57.39,6.56,72.41,maize,7835.47
22.58,147.6,213.11,21.98,88.15,5.63,145.79,apple,16093.68
19.43,129.4,230.47,22.17,80.61,5.88,65.29,grapes,19901.6
91.35,12.55,44.07,26.66,89.1,6.21,69.83,watermelon,27930.51
73.3,40.99,50.71,22.28,47.12,5.2,66.81,wheat,4945.43
26.82,13.36,24.24,27.02,98.4,6.08,190.02,coconut,6531.87
22.46,67.71,25.38,20.42,22.63,5.37,109.68,kidneybeans,2992.16
20.84,16.5,30.86,27.64,92.65,5.4,163.23,coconut,7658.94
45.98,61.52,50.17,32.67,92.44,6.88,155.36,papaya,42068.5
21.15,50.58,15.09,25.19,53.54,6.7,57.26,mothbeans,1275.6
38.19,67.69,17.76,31.32,63.02,7.48,89.98,blackgram,1010.92
66.61,45.02,38.5,23.82,77.31,7.06,167.01,jute,3029.31
21.2,74.27,23.95,29.94,49.63,5.38,145.09,pigeonpeas,2445.64
122.92,42.65,39.92,19.27,67.99,6.89,66.26,cotton,2188.25
28.66,18.19,27.46,26.59,95.62,6.06,157.01,coconut,6123.14
19.29,71.85,30.97,25.91,64.72,6.63,40.36,lentil,1372.14
21.62,65.34,24.2,17.28,19.3,5.41,126.6,kidneybeans,2900.47
42.72,66.39,59.08,30.19,95.88,6.99,110.6,papaya,29575.67
20.73,18.59,10.06,19.95,89.85,7.0,134.69,orange,13482.59
121.43,40.27,53.82,23.38,63.86,6.9,77.27,cotton,2771.68
118.69,70.85,50.92,27.14,65.95,5.92,113.97,banana,40724.31
85.1,43.44,42.67,19.08,46.95,6.41,75.85,wheat,5299.71
111.5,51.25,40.49,23.37,63.64,6.31,92.33,cotton,2961.9
14.42,13.5,29.09,27.92,91.7,5.61,177.61,coconut,6642.04
27.12,113.2,193.8,25.9,83.37,5.64,32.55,grapes,18946.61
25.97,72.47,13.14,20.7,16.07,5.71,142.96,kidneybeans,2043.73
59.42,49.28,38.76,22.25,79.61,6.92,171.28,jute,3036.54
23.59,57.29,16.5,23.58,72.27,6.41,65.36,lentil,1405.33
70.74,47.5,39.08,22.81,83.59,6.53,137.55,jute,3276.02
17.02,48.51,8.43,31.35,55.21,7.17,35.19,mothbeans,1456.56
25.31,20.29,8.84,19.78,91.84,7.35,100.2,orange,13408.16
19.72,119.44,190.29,23.34,70.15,5.94,82.87,grapes,22054.06
18.77,72.93,16.44,16.91,21.52,5.55,85.68,kidneybeans,2493.71
17.46,136.67,224.04,23.29,85.5,6.32,81.22,grapes,19764.85
101.15,48.39,54.09,24.56,54.99,6.28,81.06,wheat,4650.02
97.25,83.46,43.43,27.28,82.49,6.15,126.31,banana,39729.97
19.13,24.76,23.34,33.62,52.77,5.21,110.26,mango,10890.42
19.13,45.5,19.15,31.27,52.08,6.79,46.18,mothbeans,1565.8
90.08,44.48,37.24,21.17,62.46,6.5,87.58,wheat,4626.21
21.79,52.1,19.02,28.59,93.34,6.06,53.14,mungbean,1917.45
91.97,15.23,57.93,29.91,97.83,6.52,26.44,muskmelon,15635.29
20.7,18.79,30.77,28.71,90.97,5.99,188.08,coconut,5975.01
14.26,66.09,16.97,23.03,69.72,7.11,45.81,lentil,1406.62
86.95,46.29,41.4,18.16,49.81,6.29,64.61,wheat,4208.04
18.68,144.97,178.32,21.29,93.09,5.82,129.26,apple,11623.57
44.03,72.88,20.04,27.17,69.89,6.92,47.15,blackgram,1364.76
51.26,56.56,50.18,33.92,87.89,6.7,165.81,papaya,43906.79
83.47,50.74,18.73,21.75,66.64,6.04,40.61,maize,6922.18
87.41,42.84,21.99,25.62,63.91,5.58,71.96,maize,5988.83
17.46,45.31,16.4,25.75,84.79,6.26,58.47,mungbean,1450.71
15.88,64.4,30.25,20.0,24.35,5.46,89.4,kidneybeans,2804.38
94.16,51.73,52.99,11.31,60.44,6.43,91.62,wheat,4018.37
18.36,26.85,37.36,31.36,46.03,5.49,106.9,mango,11571.66
75.89,43.06,19.34,22.15,63.88,5.67,88.37,maize,7696.2
84.55,12.3,49.59,24.27,85.93,6.69,40.96,watermelon,25165.92
42.34,76.91,18.76,25.24,68.35,7.3,44.21,blackgram,1087.43
73.3,49.33,17.82,21.87,75.5,5.88,77.83,maize,6697.52
84.73,14.24,43.88,27.05,80.03,6.31,57.89,watermelon,28552.25
12.76,19.17,6.98,22.46,89.68,7.64,138.79,orange,10426.7
20.22,143.2,216.02,19.71,87.41,5.58,134.9,apple,15819.1
27.73,47.03,27.36,27.96,88.54,7.14,47.07,mungbean,1459.44
22.9,11.66,8.92,25.63,89.18,6.93,85.68,orange,10417.89
63.78,48.93,41.53,24.48,75.58,6.91,150.69,jute,4587.51
107.91,80.63,49.27,31.7,84.75,5.72,107.0,banana,40388.21
20.53,152.68,199.94,23.4,89.74,5.95,119.5,apple,13961.86
104.96,7.84,44.93,23.8,86.97,6.61,41.57,watermelon,24397.36
45.44,66.12,80.19,14.49,23.09,8.07,75.35,chickpea,1981.19
20.96,26.57,29.53,31.36,43.43,5.71,98.27,mango,10479.34
24.3,15.1,7.64,21.17,96.11,7.02,148.61,orange,13061.72
37.5,70.72,18.83,29.61,67.05,6.82,90.4,blackgram,1144.71
92.43,22.43,42.77,27.33,89.91,6.15,23.6,muskmelon,14774.12
12.88,57.44,19.18,29.4,48.82,6.89,37.97,mothbeans,1273.03
85.43,45.68,37.67,23.48,72.43,5.14,183.13,rice,5041.7
25.6,53.09,17.03,26.77,47.8,7.01,65.49,mothbeans,1189.57
19.98,157.04,205.61,22.74,93.08,5.92,66.34,apple,13019.7
24.54,26.06,36.63,30.67,45.14,6.35,58.5,mango,8845.17
113.85,38.32,33.31,21.59,68.21,6.12,74.9,cotton,3489.2
83.05,19.1,46.52,29.73,94.09,6.94,29.54,muskmelon,18721.92
47.53,57.47,50.03,33.79,91.46,6.39,114.04,papaya,47708.95
112.75,89.4,46.69,27.17,77.34,5.75,124.11,banana,36931.49
105.07,51.31,42.95,25.15,81.37,6.26,178.93,jute,3285.82
17.85,127.07,208.65,23.88,95.66,5.58,125.92,apple,13248.08
22.84,14.25,33.28,29.27,97.21,5.91,160.68,coconut,7313.5
27.12,49.69,17.04,29.95,53.0,7.01,29.46,mothbeans,1329.85
19.14,40.61,21.29,31.78,48.58,6.57,42.29,mothbeans,1392.5
13.46,26.54,25.67,32.81,52.03,5.68,79.05,mango,10347.08
41.1,74.09,74.87,15.85,17.31,7.85,75.91,chickpea,1593.07
15.48,52.1,20.92,27.16,43.48,7.23,38.72,mothbeans,1133.76
99.36,7.57,53.24,25.08,85.83,6.29,67.41,watermelon,38533.15
109.08,11.29,44.46,26.36,86.45,7.2,54.04,watermelon,27789.47
13.81,45.42,19.37,28.88,91.34,6.69,34.78,mungbean,1579.22
23.13,31.11,26.79,33.22,51.38,5.97,98.72,mango,11377.37
17.1,14.3,10.4,23.02,87.23,6.99,98.27,orange,11934.16
12.14,66.45,24.41,25.08,68.1,6.79,39.44,lentil,1809.57
20.0,145.35,201.43,27.46,84.07,6.07,70.02,grapes,23028.4
112.52,9.75,48.17,24.31,89.29,6.61,52.91,watermelon,31143.51
96.89,9.66,42.07,25.71,88.24,6.65,60.39,watermelon,29281.41
102.61,12.64,52.87,25.12,88.2,6.64,57.54,watermelon,21109.21
129.07,51.53,34.11,26.43,58.47,7.03,86.6,cotton,2333.07
103.41,16.92,48.76,28.08,88.57,6.27,16.08,muskmelon,15339.87
29.09,137.12,209.68,22.88,91.21,6.19,108.18,apple,14973.2
25.05,128.74,178.58,22.18,84.27,6.32,72.91,grapes,23833.76
84.0,45.89,37.33,27.25,80.7,6.8,203.86,jute,3620.78
76.42,48.59,42.05,26.28,72.22,6.52,166.89,jute,3225.9
19.75,130.5,200.39,22.5,91.56,5.81,83.65,apple,15846.05
17.4,19.14,39.8,20.81,90.78,6.66,82.01,pomegranate,13741.42
10.64,53.84,16.12,26.29,82.98,6.78,48.43,mungbean,1424.96
119.93,20.25,53.92,26.84,97.84,6.58,29.27,muskmelon,15603.9
50.77,60.45,55.71,31.52,91.34,7.19,138.06,papaya,30665.7
23.31,15.53,9.83,24.18,96.99,7.39,88.67,orange,12540.5
103.35,79.1,42.36,26.56,81.17,5.88,71.69,banana,39187.1
21.7,13.42,37.02,22.64,88.6,6.26,127.37,pomegranate,9167.35
17.62,63.87,16.56,25.3,47.62,5.29,152.82,pigeonpeas,2143.67
23.75,118.83,209.02,25.72,91.36,5.72,126.21,apple,13264.62
18.79,16.77,11.25,25.92,87.02,7.25,124.86,orange,12404.8
25.84,20.35,29.66,26.1,99.52,6.12,180.13,coconut,7904.41
74.29,43.84,42.36,21.9,85.16,6.1,154.53,rice,6928.18
17.71,16.83,38.92,21.67,89.49,6.48,72.82,pomegranate,12257.91
28.04,67.9,21.45,25.64,46.9,5.98,117.89,pigeonpeas,2124.8
31.38,71.47,25.83,31.78,63.98,6.91,74.66,blackgram,1230.44
94.78,8.51,42.46,26.98,84.13,6.13,41.74,watermelon,25025.79
53.66,60.73,53.48,30.68,96.3,6.57,120.0,papaya,34117.87
22.19,19.33,40.16,20.68,90.99,6.72,119.18,pomegranate,11033.2
88.01,44.65,26.96,21.5,66.44,6.13,82.31,maize,7806.5
30.84,62.74,94.97,23.57,17.69,7.13,104.44,chickpea,1904.18
39.03,71.72,23.21,29.46,66.09,6.75,78.55,blackgram,1156.94
40.97,61.65,82.87,15.5,16.09,7.26,57.01,chickpea,2349.68
79.86,51.31,41.42,25.12,85.64,7.08,140.34,jute,3172.54
16.69,14.06,41.1,20.05,87.49,6.17,162.37,pomegranate,10499.61
110.67,9.3,38.74,24.62,84.22,6.43,43.73,watermelon,28040.01
22.85,64.15,25.72,24.37,66.26,6.31,23.97,lentil,1424.11
106.94,20.17,56.8,25.96,92.48,6.67,27.21,muskmelon,14735.72
59.7,62.95,48.5,32.87,89.5,6.96,153.33,papaya,31979.2
38.71,69.39,15.33,28.01,68.44,6.87,55.19,blackgram,1051.72
22.68,18.21,9.4,24.78,90.93,7.45,118.68,orange,12712.54
21.74,63.51,17.56,30.15,50.48,6.42,172.6,pigeonpeas,2448.04
21.16,52.36,23.66,27.38,87.02,6.69,40.46,mungbean,1739.05
47.18,55.91,54.23,31.23,86.73,6.11,112.59,papaya,40552.72
97.01,47.7,16.46,18.97,55.98,5.21,90.34,maize,6935.75
133.33,49.94,47.84,24.09,60.81,6.39,55.03,cotton,3239.98
18.56,7.65,9.95,20.52,97.07,6.82,88.05,orange,12436.05
40.98,67.51,84.36,10.4,20.05,7.54,69.66,chickpea,2247.51
15.93,72.12,21.13,20.04,19.07,6.09,118.29,kidneybeans,2428.08
23.02,141.16,181.17,19.07,92.0,6.34,147.99,apple,14563.94
28.92,70.51,55.07,15.1,22.89,7.33,55.39,chickpea,1445.95
90.38,19.3,46.57,25.02,89.21,6.27,27.61,muskmelon,19091.43
95.7,95.42,43.67,25.02,76.57,5.75,99.64,banana,38073.0
101.51,8.28,50.14,26.5,84.73,6.38,52.03,watermelon,31704.82
110.62,41.49,45.43,22.3,61.16,6.09,72.44,cotton,3423.81
86.31,96.12,46.13,26.55,81.65,5.83,107.87,banana,43634.56
25.02,124.61,189.79,25.36,87.21,6.17,97.45,grapes,25838.94
82.36,51.85,32.61,25.29,83.69,5.79,218.98,rice,7235.54
143.2,45.67,40.03,21.56,55.87,6.61,89.82,cotton,2429.76
95.79,85.58,52.29,29.71,85.99,5.91,131.0,banana,39789.2
20.51,65.59,11.09,15.54,22.68,5.53,93.94,kidneybeans,2703.27
37.98,77.96,71.68,16.35,17.56,7.75,76.12,chickpea,1301.62
16.97,45.37,13.39,28.82,88.33,6.3,44.45,mungbean,1122.23
24.44,45.82,15.79,27.04,84.78,7.1,29.66,mungbean,1436.74
15.66,20.98,30.59,17.95,89.95,6.59,116.69,pomegranate,10616.92
41.94,62.13,25.56,29.86,65.43,6.92,79.59,blackgram,1280.28
35.09,68.29,84.47,16.97,18.51,7.21,69.9,chickpea,1937.95
16.71,12.89,38.76,20.04,88.45,6.63,120.17,pomegranate,11781.44
27.12,30.51,30.54,28.44,43.87,5.7,101.73,mango,9114.03
14.84,70.98,17.05,19.74,22.22,5.25,89.42,kidneybeans,3109.01
41.51,67.82,11.31,30.04,71.05,6.82,74.18,blackgram,1266.06
21.15,62.19,18.21,25.91,63.5,7.04,44.6,lentil,1618.98
21.52,11.85,29.38,26.8,92.54,6.01,180.6,coconut,7585.79
86.95,45.58,20.73,25.22,69.48,5.87,67.18,maize,5183.69
85.21,51.54,56.51,20.72,63.01,6.78,48.59,wheat,5133.91
117.1,21.49,49.23,29.43,90.82,6.51,23.19,muskmelon,18347.68
25.79,47.47,26.17,27.98,83.06,7.09,44.08,mungbean,1121.73
104.31,18.71,53.84,29.08,94.15,6.91,29.42,muskmelon,16974.51
98.31,84.27,49.49,22.05,82.51,6.46,107.33,banana,37872.49
22.83,15.18,30.96,22.24,91.04,6.2,76.41,pomegranate,12625.34
96.2,19.67,54.3,28.76,89.49,6.45,29.74,muskmelon,14064.39
17.23,14.18,28.32,24.6,96.5,5.9,170.71,coconut,5872.6
92.78,45.04,42.74,22.6,80.91,6.55,224.76,rice,6360.02
21.12,49.6,25.01,31.12,75.24,6.31,62.09,mungbean,1310.02
94.56,11.65,40.69,23.93,82.58,6.01,64.95,watermelon,22625.19
19.1,134.18,194.69,25.68,81.21,5.98,76.29,grapes,28275.9
65.77,43.43,38.61,29.82,75.58,6.67,161.55,jute,3615.45
26.15,124.15,188.41,19.96,82.85,5.95,51.17,grapes,21414.92
122.42,38.73,39.67,27.27,56.23,6.77,49.82,cotton,2006.69
82.66,52.94,19.62,21.36,65.76,5.58,126.79,maize,5765.38
120.16,48.86,42.96,24.11,68.63,7.07,84.51,cotton,2716.05
15.06,46.01,22.67,28.18,48.74,6.8,35.68,mothbeans,1513.95
30.53,20.82,26.0,31.03,48.17,5.37,75.84,mango,7943.55
119.4,52.27,41.05,24.76,70.05,6.6,56.42,cotton,2908.3
8.82,51.42,15.93,28.35,46.75,6.72,51.34,mothbeans,1227.74
95.79,18.27,49.81,26.32,97.05,6.05,28.59,muskmelon,17412.08
14.6,28.14,32.86,29.46,57.6,5.61,125.6,mango,8875.17
52.64,61.64,46.81,33.3,84.41,6.91,146.99,papaya,35272.68
19.31,65.88,18.47,30.09,46.32,5.4,163.87,pigeonpeas,2138.63
89.89,53.17,53.55,21.23,48.79,6.84,103.5,wheat,4835.42
45.26,57.73,44.22,27.86,95.08,6.7,173.95,papaya,36209.72
13.87,66.28,25.71,26.31,64.14,6.68,55.56,lentil,1790.93
114.34,45.62,43.48,25.12,61.74,6.46,77.3,cotton,3004.15
20.77,19.22,35.93,18.67,85.62,6.56,118.45,pomegranate,12133.58
21.45,58.02,14.39,21.86,21.6,5.54,77.83,kidneybeans,2020.69
8.54,45.5,25.99,26.38,83.88,6.39,66.84,mungbean,1590.65
64.85,45.77,44.28,23.43,75.77,6.09,211.56,rice,4970.79
20.01,73.35,26.36,19.78,20.84,5.68,111.76,kidneybeans,2899.19
114.34,74.91,53.36,24.64,87.02,6.07,123.99,banana,33936.04
17.41,65.82,25.24,21.86,66.73,6.78,38.38,lentil,2261.8
14.65,29.06,28.01,26.02,53.3,5.36,74.04,mango,10181.38
103.76,16.39,42.58,31.36,92.32,6.41,23.0,muskmelon,13366.14
17.85,50.16,16.41,23.94,78.39,6.71,37.69,mungbean,1345.91
18.7,122.75,192.57,23.43,86.32,5.76,149.41,apple,11837.93
92.59,51.41,48.52,19.81,46.23,6.36,49.61,wheat,4955.41
74.02,56.43,28.55,26.57,83.56,6.86,179.41,jute,3524.16
92.19,9.02,39.74,23.55,82.2,6.45,51.32,watermelon,28852.72
30.44,67.66,66.32,23.96,20.73,7.53,91.96,chickpea,1330.24
13.37,31.04,35.93,32.8,46.53,5.8,69.45,mango,10345.15
8.07,65.52,25.49,16.87,12.98,5.87,109.87,kidneybeans,1855.03
76.53,44.55,48.55,25.85,89.85,7.08,217.58,jute,2917.22
22.45,140.32,207.1,22.2,94.09,5.07,116.22,apple,13007.86
19.78,15.43,38.08,22.11,96.16,6.68,116.45,pomegranate,11994.78
117.7,89.28,53.2,27.71,76.69,5.94,103.44,banana,44178.34
25.73,26.81,31.04,32.97,57.46,5.61,100.34,mango,11665.2
43.55,67.3,16.84,31.2,66.93,6.76,89.29,blackgram,1214.68
